hora_pc,timestamp_ms,distance_cm,reference_distance_cm,difference_cm,threshold_cm,detection_score,object_detected,servo_angle,angle_cluster_start,angle_cluster_end
14:26:39,4550633,15.85,65.98,50.14,8.0,5,True,43,10,170,1,False
14:26:40,4551561,42.79,67.0,24.21,8.04,5,True,35,10,170,1,False
14:26:41,4552544,48.55,67.11,18.56,8.05,5,True,26,10,170,1,False
14:26:42,4553592,50.27,67.04,16.77,8.04,5,True,18,10,170,1,False
14:26:43,4554662,52.48,67.17,14.69,8.06,5,True,11,10,170,1,False
14:26:44,4555635,48.72,67.29,18.56,8.07,5,True,19,10,170,1,False
14:26:45,4556595,68.51,67.14,-1.4,8.05,4,True,27,10,170,1,False
14:26:46,4557570,56.6,67.0,10.4,8.04,5,True,35,10,170,1,False
14:26:47,4558671,68.14,65.68,-2.51,8.0,4,True,44,10,170,1,False
14:26:48,4559665,53.85,67.43,13.58,8.09,5,True,52,10,170,1,False
